platform,video_id,video_title,upload_date,views,likes,author,text,like_count,date
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@slightlybiased9464,"Hey Andy , excuse the ignorance but ...... how does the test you ran correlate with coding and things of that nature? If im looking up stock information that's most likely not going to be historical research but I want accurate information. What am I dealing with here? I was about to buy a gemini subscription but now im defiantly unsure to say the least.",0,1772582400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@alessandrovecchi8605,Hanno abbattuto una foresta per fare questi test,0,1772582400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@savedbygrace6173,"Thanks for the honest reviews 
We need more of these pls...Grok deepseek poppy ai etc 

Thanks",0,1772582400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@itsjoerap,"CHAT, GIVE ME 10 WAYS TO CALM MYSELF DOWN AND HELP ME TO RELAX PLEALSE",0,1772582400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@juanantoniomoreno9826,"Gemini, having no reference with correct content. I mean, zero?. Difficult to believe.",0,1772582400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@PARADISE-404,"Just got Claude Pro and honestly no regrets at all. Been pairing it with Perplexity for research and it's just a killer combo — Perplexity to find the info, Claude to actually make sense of it and do something with it. Nothing comes close for me right now.",0,1772582400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@sofiaciro2525,"If you already have the references  (articles and books)… Can I upload the PDFs (let’s say 5 articles that are your references) on the model (ChatGPT, Claude or Gemini) and have the model review those articles with a prompt to create a literature review?",0,1772582400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@hankkingsley9183,Smells like a hit piece from someone shorting GOOG,0,1772582400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@Over50WellnessHippie,Very interesting. Thank you!,0,1772582400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@ewilliams112,"PLEASE MY DUDE!

When you suggest we watch another one of your videos PLEASE put a clearly labeled link in the descriptions. Youtube's search and suggestion algorithms are getting worse by the day and make it hard to stay on topic when your doing research.",0,1772582400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@dfarmer1584,"dude! Flashing shit on the screen, then jump cutting back to you is utterly useless and frustrating. Thumbs down, block.",0,1772582400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@jakeo1209,"I didn't find this video useful. Not at all. He is rambling. He waves his arms. He flips from chart to chart with lightning speed. He looks like a child with ADHD.

The most frustrating part about this video is that it ""promises things"". You watch it for a while (I wasted 5 minutes) before you finally can't take it anymore and you drop it.

Take it easy, my man.",1,1772582400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@bethhowlett7521,"Thank you for this discussion. First, how is Gemini so rubbish when Google has Google scholar as a basis for their model??? And second order hallucinations are THE HUMAN PART. You can’t rely on a machine learning protocol for meaning. The “stupidity” is why as a teacher you can sniff it in a sec. And you could before AI. Even in a card catalog world, you can tell if the humans try or don’t try to cite the relevant original item + thought",0,1770163200
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@cosmicslime1496,It feel like he's just yelling at me for 10 minutes straight,0,1770163200
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@mastercng,pure grift,0,1770163200
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@kognitro,"Okay so ChatGPT is better for references, but I want accurate information and for me personally the results from chatgpt plus are poor in comparison to Gemini pro in actual real world accuracy. For example I was asking questions about my new smart watch and Gemini got the answers correct and found the settings I needed. chatgpt just pushed out nonsense with options that didn't exist.The video title should be adjusted as it doesn't mention that it's specifically on one facet of the LLMs.",0,1770163200
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@Emadaldeen100,"The safest way is to upload your papers to chatGPT  Scholar , and let get you whatever you need! Other than that all are 💩.",0,1770163200
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@WizardApe8,👍🏆,0,1770163200
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@bronxbrothers121,"Chill, lower your voice.",0,1770163200
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@vomithaus1,i can't follow him.  It seems like I need to apologize for asking the question,0,1770163200
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@m.najmi01,yes,0,1770163200
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@gerardkinneen7252,Gemini constantly lies upload something you know the answer and it will lie,0,1770163200
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@shawnpolly7407,Claude and Chat both run 10-20% accurate and both of them suck just like Gemini.,0,1767484800
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@princesshumbletor,chatgpt keeps giving me wrong information !,0,1767484800
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@eyetryai,Claude stopped working globally so I guess you can rule them out.,0,1767484800
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@Yuva_Maddy,"Dude, come to the point. Stop yapping",0,1767484800
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@Agilebeast21,"Claude is amazing, it's been so useful",0,1767484800
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@gekalfat,So you compared the State of the Art ChatGPT + Deep Research with Google's Small Model with no Deep Research capabilities?!! As a researcher can you even justify this choice,0,1767484800
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@yutyuiiu,"why yelling all the time ,",0,1767484800
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@KenoticMuse,Dude ... calm down ...,0,1767484800
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@J.L-w8h,"Crazy u ranked chatgpt that high. Should’ve tried a variety of tasks, especially ones that require intelligence input and creativity.",0,1767484800
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@tamrabetchaima5402,Thanks,0,1767484800
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@bionaut867,Why are you yelling??,0,1767484800
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@Darcel-i4h,Good thing Grok wasn't even considered.,9,1764806400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@capre7,Super helpful. Thank you!,0,1764806400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@Juliano_DJOL,Which one is actually free?,0,1764806400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@Denis-zw7cn,The only way to get good results for the task is to use „paper search“ MCP agent,0,1764806400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@nichaeloz,"The biggest issue with LLMs right now is how poorly they handle large, specific data sets. I’ve been trying to build a new policy and procedure manual for work, pulling from a bunch of academic research that's not publicly available—about 50 documents, roughly 76 MB in total—and it's just too much for any model to process cleanly.  

Even with AI-NAS setups, the results aren’t great. LLMs do fine with one or two smaller PDFs, but once you feed them detailed, domain-specific data, they start to fall apart. Hopefully this gets sorted out in the next few years because the potential is incredible if they can finally master that data depth.",1,1764806400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@purrbox7514,"I had an issue in my code and codex wanted to refactor the entire code base and essentially start from scratch. You know what the issue was in the end? An invalid date, I had 32 days and no month has 32 days. A human would have spotted that, the AI didn't because it wasn't prompted to look for date errors and the error I was getting was totally unrelated to the incorrect date. The hallucination was my fault, not the AI's. I expected the AI to do something beyond its capabilities.

People who get issues with hallucinating AI, don't know how to use AI. AI is like having a brain upgrade, it provides you with access to unlimited knowledge, however the reasoning must still be conducted by you. If you offload the entire task to AI, it will hallucinate because it possesses no intelligence, it's just linear algebra. 

When you communicate with your AI, you must prompt it with evidence to guide it down the correct path. Yes, AI knows everything, but don't let that fool you into thinking it is intelligent, because it isn't.

I think society would benefit if every person is given lessons on how to actually use AI. In the hands of a skilful practitioner, it's the most powerful tool known to man. However, in the hands of a novice, it's merely a garbage amplifier. I'm sure one day we will get true AGI, but even if we don't, it doesn't matter because it's already a superpower beyond your wildest dreams.",0,1764806400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@neof.m7517,i just did a deep search with Gemini deep search and all the references do exist! so there was no first order hallucination !,0,1764806400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@vitalis,This is the level of confidence when one doesn’t know what one doesn’t know 😂,4,1764806400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@vitalis,The irony that if you go 3rd order this video suffers from the most hallucination lol I’m glad in a way. there’s a gap between those who know how to  squeeze LLMs and those who use them as Google replacements.,1,1764806400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@godtable,"If you give Gemini Pro the research papers from Gdrive, you are 90% there.",0,1764806400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@fatgwsc,Curious to know the results for Perplexity!,1,1764806400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@Khosann1,"A deep-research Perplexity Space with a custom context-prompt file, a YAML instructions router, and a set of runcards uploaded—then a second pass with Skywork for verification, synthesis, and data viz—works best for me. Sometimes I throw NBLM into the mix to pre-structure, mind-map, and organize a large set of sources before sending them into Perplexity. Claude is great for the final polish in the post-editing back-and-forth.",3,1764806400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@Zinix7100,"Thank you for this invaluable work from your team and in-depth comparison. I have to add, GPT-5's deep research outputs links to the DIRECT QUOTATION highlighted in the article/paper of reference. 

Makes it 100x easier to proof-check.

This solidified my confidence in the model. (Although I still prefer claude for general writing/coding).",0,1764806400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@Hosein-sl8mi,Claude 4.5 sonnet is a gem; you should definitely give it a try.,25,1764806400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@RodrigoAlves_Guitar,Why would you test 2.5 flash and not 2.5 PRO? Makes no sense!,0,1764806400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@jeshvidmikkelsen4525,WHY ARE YOU YELLING AT US IN THE VIDEO? SMUCK.,0,1764806400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@markcarver9070,Perplexity?.,1,1764806400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@priaAInetwork,Thanks for the info! 👍,0,1764806400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@frankwalders,Why not include Perplexity?,1,1764806400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@thetimmns,Have you tested Perplexity,0,1764806400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@vimalramachandran,What about Perplexity?,0,1764806400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@TheProfessor-AI,"A fascinating video Andy, I have certainly found ChatGPT to have reduced hallucinations recently. I was surprised at Gemini's performance.",0,1764806400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@mihai62834,How come Gemini is so rubbish but notebooklm basically runs on Gemini...? Notebooklm gives the user much more control over the resources but it also has a discovery engine for gathering info,0,1764806400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@Mmmbbb000,This this brilliant. Thank you!,0,1762214400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@MrMysterJack,Calm down! Relax! Breathe.,108,1762214400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@williamcurington1017,Take it from a coder/hacker - 1. chatgpt 2.claude 3.gronk 4.gemini-yourWelcome,0,1762214400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@HenryEIje,"Andy, thank you for a good work!  Gemini Pro is huge joke. I will rather pay 5 times to have the free version of Claude.",0,1762214400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@timelaps983,didn't expect the results to be like this,0,1762214400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@ravisharma-gh6kf,claude really surprised me honestly,0,1762214400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@djelloulmarga22,this was super helpful for my research project,0,1762214400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@SitrSit,"I learned a lot from this! I’ve been using 0Iovka for a while now, and it really simplifies my research process.",19,1762214400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@ContoSSubway,i still have no idea which one to choose lol,0,1762214400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@jnfe,"Gemini is the worst AI software, ever!",0,1762214400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@Ulviagazadebine,i had no idea about the hallucination stuff lol,0,1762214400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@miakhalifa10v5b,claude seems kinda sketchy ngl,0,1762214400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@JnrWil-x5c,"gemini looks really interesting, might give it a try",0,1762214400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@youngbruzz-cs5rx,"Love the detailed exploration of AI! I’ve been using OIovka for my studies, and it’s been super reliable for managing my lecture notes.",19,1762214400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@ShaziaG1,This makes me think about all the times I got a citation wrong. Thank goodness for 0lovka; it makes sure my notes are spot on!,18,1762214400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@narasimha_mannaddiyar,but what about their real world use cases? 🤔,0,1762214400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@SadPaws-i3o,but what about their real world use cases? 🤔,0,1762214400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@rajajee1283,tbh i'm kinda surprised by the results,0,1762214400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@Rizvisb786,tbh i'm kinda surprised by the results,0,1762214400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@KickGaming100,but what about their real world use cases? 🤔,0,1762214400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@mdsattartv,this makes it easier to choose lol,0,1762214400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@rankpusher08,wow didn't expect that from gemini,0,1762214400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@lovenepal8528,"this was super interesting, learned a lot",0,1762214400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@AmadouSenou-p9q,man i thought they were all about the same,0,1762214400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@Sign-in-z,"this was super interesting, learned a lot",0,1762214400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@elasfaramine8598,why does gemini sound kinda sketchy tho? 🤔,0,1762214400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@ismayill17,Interesting take! I think anyone doing research should consider using 0Iovka. It really helps me draft essays faster with accurate sources!,10,1762214400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@WoodWoork,i didn't know AIs could hallucinate like that lol,0,1762214400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@brl-y4e-k,why does gemini sound kinda sketchy tho? 🤔,0,1762214400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@faithmutanu-eo6ln,Interesting take! I think anyone doing research should consider using 0Iovka. It really helps me draft essays faster with accurate sources!,0,1762214400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@OnesimoZapataHernandez,"Well done!!,  Just one question.... What about Perplexity?",0,1762214400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@simmy_queen,man this really cleared things up for me,0,1762214400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@Deadbros-d1f,this was super interesting to watch,0,1762214400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@ZubayerVai-t7c,so which one is actually the best lol,0,1762214400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@clippulse233,i never knew about these ai differences,0,1762214400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@MrDar-v9n,I appreciate this analysis. It reminds me how much I depend on OIovka to keep my academic work organized and credible.,16,1762214400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@PlanVoice,so which one is actually the best lol,0,1762214400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@UmairJutt-y2z,i’ve been so confused about these ai things lol,0,1762214400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@piccolirinascono,"this is really interesting, didn’t expect that",0,1762214400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@SebaasGO,Good to know that verification is key! I love how 0lovka lets me focus on learning while it handles the citations for my projects.,12,1762214400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@f1laps-28,who knew research could be so wild 😅,0,1762214400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@Entertainment_channel15,Good to know that verification is key! I love how 0lovka lets me focus on learning while it handles the citations for my projects.,0,1762214400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@CombineXOfficial,i like how you explained the hallucinations part,0,1762214400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@shahsamir-m4w,who knew research could be so wild 😅,0,1762214400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@Siddhantdestroy,i’ve been so confused about these ai things lol,0,1762214400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@thetekai6196,i like how you explained the hallucinations part,1,1762214400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@worldwide-mad,Good to know that verification is key! I love how 0lovka lets me focus on learning while it handles the citations for my projects.,0,1762214400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@masti.lover9694,who knew research could be so wild 😅,0,1762214400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@standor777,Please record a video with examples of prompt writing and methods for working with neural networks when writing scientific articles!,7,1762214400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@standor777,"Thanks for your research! Please also check perplexity, deepseek, and qwen.",0,1762214400
YouTube,MDN_XVcdCLo,The Ultimate AI Showdown: ChatGPT vs Claude vs Gemini,20251028,64397,1284,@muhnbuht,"I have also made the experience that Gemini has become worse in citing correctly. But not that bad! But what I recently noticed is, that ChatGPT 5 has become so much worse at academic writing. I tried it in any way possible, with all kinds of constraints and style prompts and it just gives me rubbish. It even makes writing worse when you give it a fully edit text and tell it to improve it. I get lots of useless AI like adjectives, strings of nouns, unnecessary complicated words. I had to switch to Gemini for that.",3,1762214400
